date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:11:17	99340/99340	---MCZ	200	added ('OK')	text/html	etag:W/%2211d608d-1840c-5ba547d4b252d%22	https://thegenius.co/html/crsine_new/index.html	thegenius.co/html/crsine_new/index.html	(from )
05:11:18	238/238	---M-Z	-1	error ('Open%20error%20when%20decompressing%20(can%20not%20create%20temporary%20file%20/tmp0.z)')	text/html	date:Mon,%2013%20Dec%202021%2022:51:13%20GMT	https://thegenius.co/robots.txt		(from )
05:11:18	7995/7995	---M--	200	added ('OK')	image/png	etag:%22125e0fe-1f3b-5ba072577bd13%22	https://thegenius.co/html/crsine_new/assets/images/favicons/apple-touch-icon.png	thegenius.co/html/crsine_new/assets/images/favicons/apple-touch-icon.png	(from https://thegenius.co/html/crsine_new/index.html)
05:11:20	830/830	---M--	200	added ('OK')	image/png	etag:%22125e100-33e-5ba072586ebc9%22	https://thegenius.co/html/crsine_new/assets/images/favicons/favicon-32x32.png	thegenius.co/html/crsine_new/assets/images/favicons/favicon-32x32.png	(from https://thegenius.co/html/crsine_new/index.html)
05:11:20	390/390	---M--	200	added ('OK')	image/png	etag:%22125e0ff-186-5ba07257ad223%22	https://thegenius.co/html/crsine_new/assets/images/favicons/favicon-16x16.png	thegenius.co/html/crsine_new/assets/images/favicons/favicon-16x16.png	(from https://thegenius.co/html/crsine_new/index.html)
05:11:21	263/263	---M--	200	added ('OK')	text/html	etag:%22125e107-107-5ba0725961697%22	https://thegenius.co/html/crsine_new/assets/images/favicons/site.webmanifest	thegenius.co/html/crsine_new/assets/images/favicons/site.html	(from https://thegenius.co/html/crsine_new/index.html)
05:11:23	153111/153111	---M-Z	200	added ('OK')	text/css	etag:W/%2212622fc-25617-5ba07285e17ac%22	https://thegenius.co/html/crsine_new/assets/vendors/bootstrap/css/bootstrap.min.css	thegenius.co/html/crsine_new/assets/vendors/bootstrap/css/bootstrap.min.css	(from https://thegenius.co/html/crsine_new/index.html)
05:11:23	83884/83884	---M-Z	200	added ('OK')	text/css	etag:W/%22126226a-147ac-5ba0720b04e78%22	https://thegenius.co/html/crsine_new/assets/vendors/animate/animate.min.css	thegenius.co/html/crsine_new/assets/vendors/animate/animate.min.css	(from https://thegenius.co/html/crsine_new/index.html)
05:11:24	59344/59344	---M-Z	200	added ('OK')	text/css	etag:W/%221262311-e7d0-5ba072925343b%22	https://thegenius.co/html/crsine_new/assets/vendors/fontawesome/css/all.min.css	thegenius.co/html/crsine_new/assets/vendors/fontawesome/css/all.min.css	(from https://thegenius.co/html/crsine_new/index.html)
05:11:25	321/321	---M-Z	200	added ('OK')	text/css	etag:W/%22126229f-141-5ba072142ed8d%22	https://thegenius.co/html/crsine_new/assets/vendors/jarallax/jarallax.css	thegenius.co/html/crsine_new/assets/vendors/jarallax/jarallax.css	(from https://thegenius.co/html/crsine_new/index.html)
05:11:26	4039/4039	---M-Z	200	added ('OK')	text/css	etag:W/%2212622cc-fc7-5ba07221cf9c1%22	https://thegenius.co/html/crsine_new/assets/vendors/nouislider/nouislider.min.css	thegenius.co/html/crsine_new/assets/vendors/nouislider/nouislider.min.css	(from https://thegenius.co/html/crsine_new/index.html)
05:11:27	1323/1323	---M-Z	200	added ('OK')	text/css	etag:W/%2212622ce-52b-5ba072233bdde%22	https://thegenius.co/html/crsine_new/assets/vendors/nouislider/nouislider.pips.css	thegenius.co/html/crsine_new/assets/vendors/nouislider/nouislider.pips.css	(from https://thegenius.co/html/crsine_new/index.html)
05:11:28	3116/3116	---M-Z	200	added ('OK')	text/css	etag:W/%2212622d4-c2c-5ba07226151d0%22	https://thegenius.co/html/crsine_new/assets/vendors/odometer/odometer.min.css	thegenius.co/html/crsine_new/assets/vendors/odometer/odometer.min.css	(from https://thegenius.co/html/crsine_new/index.html)
05:11:29	13677/13677	---M-Z	200	added ('OK')	text/css	etag:W/%2212622d8-356d-5ba07229b3de9%22	https://thegenius.co/html/crsine_new/assets/vendors/swiper/swiper.min.css	thegenius.co/html/crsine_new/assets/vendors/swiper/swiper.min.css	(from https://thegenius.co/html/crsine_new/index.html)
05:11:30	2271/2271	---M-Z	200	added ('OK')	text/css	etag:W/%221262276-8df-5ba0720e2e3a9%22	https://thegenius.co/html/crsine_new/assets/vendors/crsine-icons/style.css	thegenius.co/html/crsine_new/assets/vendors/crsine-icons/style.css	(from https://thegenius.co/html/crsine_new/index.html)
